domain,hyhg,hakno,bb,sbb,rank,mileage,major,double,enrolled_courses,graduation,first_enroll,credits_rate,previous_credits_rate,grade,enrolled,etc
H1,20161,ECO3131,01,00,130,11,N,N,6,N,Y,0.8015,0.6666,4,X, 
H1,20161,ECO3131,01,00,131,9,N,N,6,Y,Y,0.9960,0.9444,4,X, 
H1,20161,ECO3131,01,00,132,7,N,N,6,N,Y,0.8333,1.0000,4,X, 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.7857,1.0000,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.4206,0.6666,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.7301,1.0000,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.9107,1.0000,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.5476,1.0000,3,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.6567,1.0000,3,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.7281,0.8333,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.6428,0.8333,3,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.6428,0.8333,3,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.7996,1.0000,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.6805,1.0000,3,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,5,N,Y,0.7996,0.8333,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,5,N,Y,0.7738,0.8333,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.7361,0.8333,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,5,N,Y,0.7539,0.8333,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.8412,0.8333,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.8333,0.6666,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.8392,1.0000,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.6666,1.0000,3,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.8571,0.8333,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,Y,Y,0.8968,1.0000,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.7301,0.8333,3,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.7757,0.9444,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.7936,1.0000,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.6269,0.8333,3,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.6269,0.8333,3,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.6428,1.0000,3,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.8154,0.8333,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.8412,0.9444,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.8412,1.0000,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,5,N,Y,0.8412,0.6666,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.8174,0.8333,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.8571,0.8333,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.8650,1.0000,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,5,N,Y,0.7916,0.8888,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.6190,1.0000,4,O,* 
H1,20161,ECO3131,01,00,0,12,Y,Y,6,N,Y,0.6428,1.0000,3,O,* 
H1,20161,ECO3133,02,00,1,18,Y,N,6,Y,Y,0.9928,0.9473,4,O, 
H1,20161,ECO3133,02,00,2,18,Y,N,6,N,Y,0.8222,0.7894,4,O, 
H1,20161,ECO3133,02,00,3,18,Y,Y,6,N,Y,0.7757,0.9444,4,O, 
H1,20161,ECO3133,02,00,4,18,Y,N,6,N,Y,0.6984,1.0000,3,O, 
H1,20161,ECO3133,02,00,5,18,Y,Y,6,N,Y,0.6746,1.0000,3,O, 
H1,20161,ECO3133,02,00,6,18,Y,Y,6,N,Y,0.6507,1.0000,3,O, 
H1,20161,ECO3133,02,00,7,18,Y,Y,6,N,Y,0.6111,0.8333,3,O, 
H1,20161,ECO3133,02,00,8,18,Y,Y,6,N,Y,0.6031,0.8333,3,O, 
H1,20161,ECO3133,02,00,9,18,Y,N,6,N,Y,0.4074,0.9473,2,O, 
H1,20161,ECO3133,02,00,10,18,Y,Y,5,N,Y,0.8253,1.0000,4,O, 
H1,20161,ECO3133,02,00,11,18,Y,N,5,N,Y,0.8095,0.6666,4,O, 
H1,20161,ECO3133,02,00,12,18,Y,N,4,Y,Y,0.9126,1.0000,4,O, 
H1,20161,ECO3133,02,00,13,18,Y,Y,3,Y,N,0.9126,0.6666,4,O, 
H1,20161,ECO3133,02,00,14,18,Y,Y,2,Y,N,0.9682,0.8333,4,O, 
H1,20161,ECO3133,02,00,15,18,N,N,6,Y,Y,0.8333,1.0000,4,O, 
H1,20161,ECO3133,02,00,16,18,N,N,2,N,N,1.0000,1.0000,4,O, 
H1,20161,ECO3133,02,00,17,17,Y,N,6,N,Y,0.6507,1.0000,4,O, 
H1,20161,ECO3133,02,00,18,17,Y,Y,6,N,Y,0.4920,0.8333,3,O, 
H1,20161,ECO3133,02,00,19,17,Y,Y,4,N,N,1.0000,0.1666,4,O, 
H1,20161,ECO3133,02,00,20,17,Y,Y,4,N,N,0.9365,1.0000,4,O, 
H1,20161,ECO3133,02,00,21,16,N,N,5,N,Y,0.8809,1.0000,4,O, 
H1,20161,ECO3133,02,00,22,15,Y,Y,6,Y,N,0.8730,0.9473,4,O, 
H1,20161,ECO3133,02,00,23,15,Y,N,6,N,Y,0.6746,1.0000,3,O, 
H1,20161,ECO3133,02,00,24,15,Y,Y,5,N,N,0.9285,0.9444,4,O, 
H1,20161,ECO3133,02,00,25,14,Y,Y,5,N,Y,0.8968,1.0000,4,O, 
H1,20161,ECO3133,02,00,26,13,Y,Y,6,Y,Y,0.8015,1.0000,4,O, 
H1,20161,ECO3133,02,00,27,13,Y,Y,6,N,Y,0.7936,0.8333,4,O, 
H1,20161,ECO3133,02,00,28,12,Y,Y,6,N,Y,0.8968,1.0000,4,O, 
H1,20161,ECO3133,02,00,29,12,Y,Y,6,N,Y,0.5238,0.9444,3,O, 
H1,20161,ECO3133,02,00,30,12,Y,Y,6,N,N,0.8809,1.0000,4,O, 
H1,20161,ECO3133,02,00,31,12,N,N,6,N,Y,0.5571,0.9473,3,O, 
H1,20161,ECO3133,02,00,32,11,Y,N,6,Y,Y,0.8571,1.0000,4,O, 
H1,20161,ECO3133,02,00,33,11,Y,Y,6,N,Y,0.6349,1.0000,4,O, 
H1,20161,ECO3133,02,00,34,11,Y,Y,6,N,Y,0.5952,0.8333,3,O, 
H1,20161,ECO3133,02,00,35,11,Y,Y,5,Y,N,0.9206,1.0000,4,O, 
H1,20161,ECO3133,02,00,36,10,Y,Y,6,N,Y,0.8015,1.0000,4,O, 
H1,20161,ECO3133,02,00,37,10,Y,Y,6,N,Y,0.7301,1.0000,4,O, 
H1,20161,ECO3133,02,00,38,10,Y,Y,6,N,Y,0.5634,1.0000,3,O, 
H1,20161,ECO3133,02,00,39,10,Y,Y,6,N,Y,0.5079,0.8333,3,O, 
H1,20161,ECO3133,02,00,40,10,Y,Y,5,N,N,0.8253,0.8333,4,O, 
H1,20161,ECO3133,02,00,41,8,Y,N,6,N,Y,0.6904,0.8888,4,O, 
H1,20161,ECO3133,02,00,42,5,Y,Y,6,N,Y,0.6190,0.9444,3,O, 
H1,20161,ECO3133,02,00,43,4,Y,Y,6,N,Y,0.8015,1.0000,4,O, 
H1,20161,ECO3133,02,00,44,4,Y,Y,6,N,Y,0.7281,0.8333,4,O, 
H1,20161,ECO3133,02,00,45,3,Y,Y,6,N,Y,0.5158,1.0000,3,O, 
H1,20161,ECO3133,02,00,46,1,Y,Y,6,Y,Y,1.0000,0.5000,4,O, 
H1,20161,ECO3133,02,00,47,1,Y,N,6,N,Y,0.5555,0.9473,3,O, 
H1,20161,ECO3133,02,00,48,1,Y,Y,6,N,N,0.8968,1.0000,4,O, 
H1,20161,ECO3133,02,00,0,12,Y,Y,2,N,Y,0.7301,1.0000,3,O,* 
H1,20161,ECO3133,02,00,0,12,Y,Y,6,N,Y,0.8253,1.0000,4,O,* 
H1,20161,ECO3133,02,00,0,12,Y,Y,6,N,Y,0.6746,0.6666,3,O,* 
H1,20161,ECO3133,02,00,0,12,Y,Y,6,N,Y,0.6666,0.8333,3,O,* 
H1,20161,ECO3133,02,00,0,12,Y,Y,4,N,Y,0.8888,1.0000,4,O,* 
H1,20161,ECO3133,02,00,0,12,Y,Y,4,Y,Y,0.9444,0.8333,4,O,* 
H1,20161,ECO3133,02,00,0,12,Y,Y,6,N,Y,0.6349,0.9444,3,O,* 
H1,20161,ECO3133,02,00,0,12,Y,Y,6,N,Y,0.4841,1.0000,3,O,* 
H1,20161,ECO3133,02,00,0,12,Y,Y,6,N,Y,0.5317,0.8888,3,O,* 
H1,20161,ECO3133,02,00,0,12,Y,Y,6,N,Y,0.4603,0.9444,3,O,* 
H1,20161,ECO3133,02,00,0,12,Y,Y,6,N,Y,0.6904,0.8333,4,O,* 
H1,20161,ECO3134,01,00,1,18,Y,Y,6,N,N,0.9126,0.1111,4,O, 
H1,20161,ECO3134,01,00,2,18,Y,Y,5,N,Y,0.7500,0.8750,4,O, 
H1,20161,ECO3134,01,00,3,18,N,N,5,N,Y,0.5000,0.8750,3,O, 
H1,20161,ECO3134,01,00,4,18,N,N,4,N,Y,0.5000,0.9375,3,O, 
H1,20161,ECO3134,01,00,5,16,Y,Y,5,N,Y,0.2500,0.8750,2,O, 
H1,20161,ECO3134,01,00,6,16,N,N,6,N,Y,0.6825,1.0000,3,O, 
H1,20161,ECO3134,01,00,7,15,Y,Y,6,N,Y,0.5555,1.0000,3,O, 
H1,20161,ECO3134,01,00,8,15,Y,Y,5,N,Y,0.4285,0.9444,2,O, 
H1,20161,ECO3134,01,00,9,15,Y,Y,5,N,Y,0.4285,0.5000,3,O, 
H1,20161,ECO3134,01,00,10,14,Y,Y,5,N,Y,0.6269,1.0000,3,O, 
H1,20161,ECO3134,01,00,11,14,Y,Y,5,N,Y,0.4523,0.8333,2,O, 
H1,20161,ECO3134,01,00,12,12,Y,Y,6,N,Y,0.9523,1.0000,4,O, 
H1,20161,ECO3134,01,00,13,12,Y,Y,6,N,Y,0.2500,0.8750,2,O, 
H1,20161,ECO3134,01,00,14,12,N,N,6,N,Y,0.5000,0.9375,3,O, 
H1,20161,ECO3134,01,00,15,11,Y,Y,6,N,Y,0.6031,1.0000,3,O, 
H1,20161,ECO3134,01,00,16,11,Y,Y,6,N,Y,0.4814,0.7894,3,O, 
H1,20161,ECO3134,01,00,17,10,Y,Y,4,N,Y,0.7460,0.8333,4,O, 
H1,20161,ECO3134,01,00,18,9,Y,Y,6,N,Y,0.7043,1.0000,3,O, 
H1,20161,ECO3134,01,00,19,9,Y,Y,5,N,Y,0.5238,0.8888,3,O, 
H1,20161,ECO3134,01,00,20,7,Y,Y,6,N,N,0.8412,1.0000,4,O, 
H1,20161,ECO3134,01,00,21,6,Y,Y,6,N,Y,0.7777,0.6666,4,O, 
H1,20161,ECO3134,01,00,22,5,Y,Y,6,N,Y,0.9285,1.0000,4,O, 
H1,20161,ECO3134,01,00,23,4,Y,Y,6,N,Y,0.5476,1.0000,3,O, 
H1,20161,ECO3134,01,00,24,4,Y,Y,6,N,Y,0.5000,0.7777,3,O, 
H1,20161,ECO3134,01,00,25,3,Y,Y,6,Y,Y,0.8968,0.8333,4,O, 
H1,20161,ECO3134,01,00,26,3,Y,Y,6,N,Y,0.5079,0.8888,3,O, 
H1,20161,ECO3134,01,00,27,3,Y,Y,5,N,Y,0.5238,0.8333,3,O, 
H1,20161,ECO3134,01,00,28,2,Y,Y,6,N,N,0.5317,1.0000,3,O, 
H1,20161,ECO3134,01,00,29,1,Y,Y,6,N,Y,0.6296,1.0000,3,O, 
H1,20161,ECO3134,01,00,30,1,Y,Y,6,N,Y,0.5396,1.0000,3,O, 
H1,20161,ECO3134,01,00,31,1,N,N,6,N,N,0.5793,0.5000,4,O, 
H1,20161,ECO3134,01,00,0,12,Y,Y,6,Y,Y,0.8730,0.9473,4,O,* 
H1,20161,ECO3134,01,00,0,12,Y,Y,5,N,Y,0.8333,0.8333,4,O,* 
H1,20161,ECO3134,01,00,0,12,N,N,5,N,Y,0.0000,0.0000,2,O,* 
H1,20161,ECO3134,01,00,0,12,Y,Y,6,N,Y,0.7142,0.8333,3,O,* 
H1,20161,ECO3134,01,00,0,12,Y,Y,5,N,Y,0.5238,1.0000,3,O,* 
H1,20161,ECO3134,01,00,0,12,Y,Y,6,N,Y,0.5714,0.8333,3,O,* 
H1,20161,ECO3134,01,00,0,12,Y,Y,6,N,Y,0.8571,1.0000,4,O,* 
H1,20161,ECO3134,02,00,1,18,Y,Y,2,Y,N,1.0000,0.2222,4,O,* 
H1,20161,ECO3134,02,00,2,18,Y,N,6,Y,Y,1.0000,0.8333,4,O, 
H1,20161,ECO3134,02,00,3,18,Y,N,6,Y,Y,1.0000,0.6666,4,O, 
H1,20161,ECO3134,02,00,4,18,Y,N,6,Y,Y,0.9285,0.8333,4,O, 
H1,20161,ECO3134,02,00,5,18,Y,N,6,Y,Y,0.8571,1.0000,4,O, 
H1,20161,ECO3134,02,00,6,18,Y,Y,6,Y,N,0.9206,1.0000,4,O, 
H1,20161,ECO3134,02,00,7,18,Y,N,6,N,Y,1.0000,1.0000,4,O, 
H1,20161,ECO3134,02,00,8,18,Y,Y,6,N,Y,0.8888,1.0000,4,O, 
H1,20161,ECO3134,02,00,9,18,Y,Y,6,N,Y,0.8809,0.8888,4,O, 
H1,20161,ECO3134,02,00,10,18,Y,N,6,N,Y,0.8740,0.9473,4,O, 
H1,20161,ECO3134,02,00,11,18,Y,N,6,N,Y,0.8710,0.8333,4,O, 
H1,20161,ECO3134,02,00,12,18,Y,N,6,N,Y,0.8650,0.8333,4,O, 
H1,20161,ECO3134,02,00,13,18,Y,N,6,N,Y,0.8592,0.9473,4,O, 
H1,20161,ECO3134,02,00,14,18,Y,N,6,N,Y,0.8412,1.0000,4,O, 
H1,20161,ECO3134,02,00,15,18,Y,N,6,N,Y,0.8174,0.5000,4,O, 
H1,20161,ECO3134,02,00,16,18,Y,N,6,N,Y,0.8148,0.7894,4,O, 
H1,20161,ECO3134,02,00,17,18,Y,Y,6,N,Y,0.7916,1.0000,4,O, 
H1,20161,ECO3134,02,00,18,18,Y,Y,6,N,Y,0.7837,0.8333,4,O, 
H1,20161,ECO3134,02,00,19,18,Y,Y,6,N,Y,0.7777,1.0000,4,O, 
H1,20161,ECO3134,02,00,20,18,Y,N,6,N,Y,0.7698,0.7777,4,O, 
H1,20161,ECO3134,02,00,21,18,Y,N,6,N,Y,0.7481,0.7894,4,O, 
H1,20161,ECO3134,02,00,22,18,Y,N,6,N,Y,0.7428,0.7894,4,O, 
H1,20161,ECO3134,02,00,23,18,Y,N,6,N,Y,0.7407,0.7894,4,O, 
H1,20161,ECO3134,02,00,24,18,Y,N,6,N,Y,0.7380,1.0000,3,O, 
H1,20161,ECO3134,02,00,25,18,Y,N,6,N,Y,0.7301,0.8333,4,O, 
H1,20161,ECO3134,02,00,26,18,Y,N,6,N,Y,0.6904,1.0000,3,X, 
H1,20161,ECO3134,02,00,27,18,Y,Y,6,N,Y,0.6904,0.8333,4,O, 
H1,20161,ECO3134,02,00,28,18,Y,N,6,N,Y,0.6507,1.0000,4,O, 
H1,20161,ECO3134,02,00,29,18,Y,Y,6,N,Y,0.6269,1.0000,3,X, 
H1,20161,ECO3134,02,00,30,18,Y,Y,6,N,Y,0.5873,1.0000,3,X, 
H1,20161,ECO3134,02,00,31,18,Y,Y,6,N,Y,0.5793,1.0000,3,X, 
H1,20161,ECO3134,02,00,32,18,Y,Y,6,N,Y,0.5793,1.0000,3,X, 
H1,20161,ECO3134,02,00,33,18,Y,Y,6,N,Y,0.5634,1.0000,3,X, 
H1,20161,ECO3134,02,00,34,18,Y,Y,6,N,Y,0.5634,1.0000,3,X, 
H1,20161,ECO3134,02,00,35,18,Y,Y,6,N,Y,0.5634,0.8888,3,X, 
H1,20161,ECO3134,02,00,36,18,Y,Y,6,N,Y,0.5634,0.8333,3,X, 
H1,20161,ECO3134,02,00,37,18,Y,Y,6,N,Y,0.5555,1.0000,3,X, 
H1,20161,ECO3134,02,00,38,18,Y,N,6,N,Y,0.5555,0.9473,3,X, 
H1,20161,ECO3134,02,00,39,18,Y,Y,6,N,Y,0.5555,0.8333,3,X, 
H1,20161,ECO3134,02,00,40,18,Y,Y,6,N,Y,0.5555,0.8333,3,X, 
H1,20161,ECO3134,02,00,41,18,Y,Y,6,N,Y,0.5476,1.0000,3,X, 
H1,20161,ECO3134,02,00,42,18,Y,N,6,N,Y,0.5396,0.8333,3,X, 
H1,20161,ECO3134,02,00,43,18,Y,N,6,N,Y,0.5317,1.0000,3,X, 
H1,20161,ECO3134,02,00,44,18,Y,Y,6,N,Y,0.5317,1.0000,3,X, 
H1,20161,ECO3134,02,00,45,18,Y,Y,6,N,Y,0.5238,1.0000,3,X, 
H1,20161,ECO3134,02,00,46,18,Y,Y,6,N,Y,0.5238,0.9444,3,X, 
H1,20161,ECO3134,02,00,47,18,Y,Y,6,N,Y,0.5238,0.8333,3,X, 
H1,20161,ECO3134,02,00,48,18,Y,Y,6,N,Y,0.5238,0.8333,3,X, 
H1,20161,ECO3134,02,00,49,18,Y,Y,6,N,Y,0.5238,0.6666,3,X, 
H1,20161,ECO3134,02,00,50,18,Y,Y,6,N,Y,0.5158,1.0000,3,X, 
H1,20161,ECO3134,02,00,51,18,Y,Y,6,N,Y,0.5158,0.7222,3,X, 
H1,20161,ECO3134,02,00,52,18,Y,Y,6,N,Y,0.5079,0.8333,3,X, 
H1,20161,ECO3134,02,00,53,18,Y,N,6,N,Y,0.5037,0.7894,3,X, 
H1,20161,ECO3134,02,00,54,18,Y,Y,6,N,Y,0.5000,1.0000,3,X, 
H1,20161,ECO3134,02,00,55,18,Y,Y,6,N,Y,0.5000,1.0000,3,X, 
H1,20161,ECO3134,02,00,56,18,Y,Y,6,N,Y,0.5000,0.8750,3,X, 
H1,20161,ECO3134,02,00,57,18,Y,Y,6,N,Y,0.4920,1.0000,3,X, 
H1,20161,ECO3134,02,00,58,18,Y,Y,6,N,Y,0.4920,0.8333,3,X, 
H1,20161,ECO3134,02,00,59,18,Y,Y,6,N,Y,0.4841,0.8333,3,X, 
H1,20161,ECO3134,02,00,60,18,Y,Y,6,N,Y,0.4603,0.8888,2,O, 
H1,20161,ECO3134,02,00,61,18,Y,Y,6,N,Y,0.4523,1.0000,3,X, 
H1,20161,ECO3134,02,00,62,18,Y,Y,6,N,Y,0.4444,1.0000,3,X, 
H1,20161,ECO3134,02,00,63,18,Y,Y,6,N,Y,0.4126,0.8333,3,X, 
H1,20161,ECO3134,02,00,64,18,Y,Y,6,N,N,0.8333,1.0000,4,O, 
H1,20161,ECO3134,02,00,65,18,Y,Y,6,N,N,0.8174,1.0000,4,O, 
H1,20161,ECO3134,02,00,66,18,Y,Y,6,N,N,0.8015,1.0000,4,O, 
H1,20161,ECO3134,02,00,67,18,Y,Y,6,N,N,0.7460,1.0000,4,O, 
H1,20161,ECO3134,02,00,68,18,Y,Y,6,N,N,0.7142,0.8333,4,O, 
H1,20161,ECO3134,02,00,69,18,Y,Y,6,N,N,0.6428,1.0000,3,X, 
H1,20161,ECO3134,02,00,70,18,Y,Y,6,N,N,0.5634,0.8333,3,X, 
H1,20161,ECO3134,02,00,71,18,Y,Y,6,N,N,0.4682,0.8333,3,X, 
H1,20161,ECO3134,02,00,72,18,Y,Y,6,N,N,0.4444,0.8333,3,X, 
H1,20161,ECO3134,02,00,73,18,Y,N,5,Y,Y,0.8518,0.9473,4,O, 
H1,20161,ECO3134,02,00,74,18,Y,N,5,N,Y,0.9285,0.8333,4,O, 
H1,20161,ECO3134,02,00,75,18,Y,N,5,N,Y,0.8472,1.0000,4,O, 
H1,20161,ECO3134,02,00,76,18,Y,Y,5,N,Y,0.8253,0.8333,4,O, 
H1,20161,ECO3134,02,00,77,18,Y,N,5,N,Y,0.7857,1.0000,4,O, 
H1,20161,ECO3134,02,00,78,18,Y,N,5,N,Y,0.7380,0.8333,4,O, 
H1,20161,ECO3134,02,00,79,18,Y,Y,5,N,Y,0.6984,0.8333,3,X, 
H1,20161,ECO3134,02,00,80,18,Y,N,5,N,Y,0.6587,0.8333,3,X, 
H1,20161,ECO3134,02,00,81,18,Y,Y,5,N,Y,0.5634,0.8333,3,X, 
H1,20161,ECO3134,02,00,82,18,Y,Y,5,N,N,0.9285,0.9444,4,O, 
H1,20161,ECO3134,02,00,83,18,Y,Y,5,N,N,0.8333,1.0000,4,O, 
H1,20161,ECO3134,02,00,84,18,Y,N,5,N,N,0.6904,1.0000,3,X, 
H1,20161,ECO3134,02,00,85,18,Y,N,4,Y,Y,0.9285,0.8333,4,X, 
H1,20161,ECO3134,02,00,86,18,Y,Y,4,N,Y,0.9126,0.8333,4,X, 
H1,20161,ECO3134,02,00,87,18,Y,N,4,N,Y,0.8888,1.0000,4,X, 
H1,20161,ECO3134,02,00,88,18,Y,Y,4,N,Y,0.8015,0.8333,4,X, 
H1,20161,ECO3134,02,00,89,18,Y,Y,4,N,Y,0.5873,1.0000,3,X, 
H1,20161,ECO3134,02,00,90,18,Y,Y,4,N,Y,0.5476,0.8333,3,X, 
H1,20161,ECO3134,02,00,91,18,Y,N,3,Y,N,1.0000,0.4736,4,X, 
H1,20161,ECO3134,02,00,92,18,N,N,6,Y,Y,0.8333,1.0000,4,X, 
H1,20161,ECO3134,02,00,93,18,N,N,6,N,Y,0.9857,1.0000,4,X, 
H1,20161,ECO3134,02,00,94,18,N,N,6,N,Y,0.8740,0.9473,4,X, 
H1,20161,ECO3134,02,00,95,18,N,N,6,N,Y,0.8592,0.7894,4,X, 
H1,20161,ECO3134,02,00,96,18,N,N,6,N,Y,0.8095,1.0000,4,X, 
H1,20161,ECO3134,02,00,97,18,N,N,6,N,Y,0.8071,0.9473,4,X, 
H1,20161,ECO3134,02,00,98,18,N,N,6,N,Y,0.4523,0.8333,3,X, 
H1,20161,ECO3134,02,00,99,18,N,N,3,Y,Y,1.0000,0.9473,4,X, 
H1,20161,ECO3134,02,00,100,18,N,N,3,Y,Y,1.0000,0.9473,4,X, 
H1,20161,ECO3134,02,00,101,18,N,N,3,Y,N,1.0000,0.2777,4,X, 
H1,20161,ECO3134,02,00,102,17,Y,N,6,N,Y,0.8392,1.0000,4,X, 
H1,20161,ECO3134,02,00,103,17,Y,Y,6,N,Y,0.5952,0.8333,3,X, 
H1,20161,ECO3134,02,00,104,17,Y,Y,6,N,Y,0.4365,1.0000,2,O, 
H1,20161,ECO3134,02,00,105,17,Y,Y,6,N,N,0.7619,1.0000,4,X, 
H1,20161,ECO3134,02,00,106,17,Y,N,5,N,Y,0.8392,1.0000,4,X, 
H1,20161,ECO3134,02,00,107,17,Y,N,5,N,Y,0.7539,1.0000,3,X, 
H1,20161,ECO3134,02,00,108,16,Y,N,6,N,Y,0.7698,0.8333,4,X, 
H1,20161,ECO3134,02,00,109,16,Y,N,6,N,Y,0.7629,0.9473,4,X, 
H1,20161,ECO3134,02,00,110,16,Y,Y,6,N,Y,0.5714,1.0000,3,X, 
H1,20161,ECO3134,02,00,111,16,Y,Y,6,N,N,0.5317,0.8333,3,X, 
H1,20161,ECO3134,02,00,112,16,N,N,6,N,N,0.8412,0.5000,4,X, 
H1,20161,ECO3134,02,00,113,15,Y,N,6,N,Y,0.6746,1.0000,3,X, 
H1,20161,ECO3134,02,00,114,15,Y,Y,6,N,Y,0.6507,0.6666,4,X, 
H1,20161,ECO3134,02,00,115,15,Y,Y,6,N,Y,0.4365,0.9444,3,X, 
H1,20161,ECO3134,02,00,116,15,Y,Y,6,N,Y,0.4206,0.8333,3,X, 
H1,20161,ECO3134,02,00,117,15,Y,Y,6,N,N,0.5238,0.8333,3,X, 
H1,20161,ECO3134,02,00,118,14,Y,N,6,Y,Y,0.9925,0.4736,4,X, 
H1,20161,ECO3134,02,00,119,14,Y,Y,6,N,Y,0.5317,1.0000,3,X, 
H1,20161,ECO3134,02,00,120,14,Y,Y,6,N,Y,0.4841,1.0000,3,X, 
H1,20161,ECO3134,02,00,121,13,Y,Y,6,N,Y,0.7063,0.6666,4,X, 
H1,20161,ECO3134,02,00,122,12,Y,N,6,N,Y,0.8148,0.8421,4,X, 
H1,20161,ECO3134,02,00,123,12,Y,Y,6,N,Y,0.4206,1.0000,3,X, 
H1,20161,ECO3134,02,00,124,10,Y,Y,6,N,N,0.8095,0.8333,4,X, 
H1,20161,ECO3134,02,00,125,7,N,N,6,N,Y,0.8074,0.7894,4,X, 
H1,20161,ECO3134,02,00,126,1,Y,N,6,Y,Y,1.0000,0.9473,4,X, 
H1,20161,ECO3134,02,00,127,1,Y,Y,6,Y,Y,1.0000,0.6111,4,X, 
H1,20161,ECO3134,02,00,128,1,Y,Y,6,N,Y,0.5000,0.6111,3,X, 
H1,20161,ECO3134,02,00,0,12,N,N,6,N,Y,0.0000,0.0000,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.5793,1.0000,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.5317,0.8333,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.5317,0.8888,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.5634,0.8333,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.5079,0.7777,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.6507,0.8333,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.8015,1.0000,4,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.4841,0.8888,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.7222,1.0000,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,5,N,Y,0.8492,1.0000,4,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,5,N,Y,0.6031,1.0000,4,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,2,N,Y,0.6904,1.0000,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.5634,1.0000,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.6031,0.6666,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.5317,0.8333,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.4444,1.0000,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.4444,0.8333,3,O,* 
H1,20161,ECO3134,02,00,0,12,Y,Y,6,N,Y,0.5555,1.0000,3,O,* 
